Time	"Time Code"	"Country Name"	"Country Code"	"Adjusted net national income (current US$) [NY.ADJ.NNTY.CD]"	"Air transport, passengers carried [IS.AIR.PSGR]"	"Average precipitation in depth (mm per year) [AG.LND.PRCP.MM]"	"Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS]"	"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]"	"Food exports (% of merchandise exports) [TX.VAL.FOOD.ZS.UN]"	"Forest area (% of land area) [AG.LND.FRST.ZS]"	"Individuals using the Internet (% of population) [IT.NET.USER.ZS]"	"Land area (sq. km) [AG.LND.TOTL.K2]"	"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]"	"GDP (current US$) [NY.GDP.MKTP.CD]"	"International tourism, number of arrivals [ST.INT.ARVL]"
2012	"YR2012"	"Togo"	"TGO"	"2054764810.36765"	"745781.748091383"	"1168"	"18.0620002746582"	"4.727"	"16.6028669928905"	"4.54863026291598"	"4"	"54390"	"58.668"	"3866618281.77192"	"235000"
2012	"YR2012"	"Tonga"	"TON"	"443210602.009991"	""	""	"30.806999206543"	"3.815"	"75.9616663900894"	"12.5"	"30"	"720"	"72.446"	"472358251.224261"	"47400"
2012	"YR2012"	"Trinidad and Tobago"	"TTO"	"16008374238.1424"	"2625055.71304041"	"2200"	"28.9120006561279"	"1.798"	"3.59426910874075"	"44.7621832358674"	"59.5162"	"5130"	"70.118"	"25622915889.0133"	"455000"
2012	"YR2012"	"Tunisia"	"TUN"	"33883683440.2767"	"3580910.21873467"	"207"	"45.1279983520508"	"2.214"	"9.33667450020249"	"6.50360453141092"	"41.4416"	"155360"	"75.023"	"45044112939.3687"	"6999000"
2012	"YR2012"	"Turkey"	"TUR"	"738239054438.156"	"63350312"	"593"	"26.0270004272461"	"2.124"	"10.7682150188184"	"14.8224471499292"	"45.13"	"769630"	"74.711"	"873982246102.45"	"35698000"
2012	"YR2012"	"Turkmenistan"	"TKM"	""	"147500"	"161"	"45.101001739502"	"2.936"	""	"8.78215904496414"	"7.1958"	"469930"	"67.167"	"35164210526.3158"	""
2012	"YR2012"	"Turks and Caicos Islands"	"TCA"	""	""	""	""	""	"15.942377269413"	"36.2105263157895"	""	"950"	""	""	"291700"
2012	"YR2012"	"Tuvalu"	"TUV"	""	""	"161"	""	""	""	"33.3333333333333"	"35"	"30"	""	"37671734.8254533"	"1100"
2012	"YR2012"	"Uganda"	"UGA"	"17017225733.4839"	"182144.4"	"1180"	"8.01500034332275"	"5.964"	"46.4939716509129"	"12.3808098942749"	"14.1"	"200520"	"58.347"	"23114293018.5101"	"1197000"
2012	"YR2012"	"Ukraine"	"UKR"	"146823768435.465"	"5828107.61211785"	"565"	"25.8850002288818"	"1.531"	"25.8838427864701"	"16.5566526272181"	"35.27"	"579320"	"70.9441463414634"	"175781379051.433"	"23013000"
2012	"YR2012"	"United Arab Emirates"	"ARE"	"333789835673.503"	"59948766.6976478"	"78"	"29.7569999694824"	"1.82"	"1.67577268585739"	"3.82081339712919"	"84.9999915049492"	"83600"	"76.648"	"374590605854.323"	""
2012	"YR2012"	"United Kingdom"	"GBR"	"2274097972611.48"	"115419920.565667"	"1220"	"19.0659999847412"	"1.92"	"6.23885670386572"	"12.7846897863018"	"87.4799984242111"	"241930"	"80.9048780487805"	"2662085168498.93"	"29282000"
2012	"YR2012"	"United States"	"USA"	"14001892336819.9"	"736699000"	"715"	"18.5"	"1.8805"	"10.1824346198985"	"33.8095331798474"	"74.7"	"9147420"	"78.7414634146342"	"16155255000000"	"66657000"
2012	"YR2012"	"Upper middle income"	"UMC"	"15749491826359"	"758892053.039366"	""	"27.4914856604256"	"1.82938178505921"	"7.23083511534207"	"35.7897092711887"	"42.3664633977108"	"55538768"	"74.4235102280132"	"19703273700994"	"297150979.944719"
2012	"YR2012"	"Uruguay"	"URY"	"44043728892.4774"	""	"1300"	"21.1299991607666"	"2.048"	"66.0871581645482"	"10.151868357902"	"54.453768680746"	"175020"	"76.89"	"51264390116.4909"	"2695000"
2012	"YR2012"	"Uzbekistan"	"UZB"	"42636157104.6092"	"2593509"	"206"	"37.1209983825684"	"2.193"	""	"7.6475317348378"	"23.6"	"425400"	"70.604"	"51821573338.1312"	""
2012	"YR2012"	"Vanuatu"	"VUT"	"663967133.430903"	"318747"	"206"	"5.58300018310547"	"3.419"	""	"36.0951599671862"	"10.598"	"12190"	"71.241"	"781702874.106058"	"108200"
2012	"YR2012"	"Venezuela, RB"	"VEN"	"343549579382.423"	"7738509.64544939"	"2044"	"22.9650001525879"	"2.417"	"0"	"53.4847230882603"	"49.0500830729861"	"882050"	"73.885"	"381286237847.667"	"988000"
2012	"YR2012"	"Vietnam"	"VNM"	"125846248691.457"	"16976051.3812163"	"1821"	"20.996000289917"	"1.957"	"17.0545845867914"	"46.3959751023962"	"36.8"	"310070"	"75.476"	"155820001920.492"	"6848000"
2012	"YR2012"	"Virgin Islands (U.S.)"	"VIR"	""	""	""	"11.6560001373291"	"2.05"	""	"51.2571428571429"	"40.5479"	"350"	"78.6682926829268"	"4095000000"	"620000"
2012	"YR2012"	"West Bank and Gaza"	"PSE"	""	""	"402"	"27.0069999694824"	"4.281"	"17.0213614074945"	"1.52325581395349"	"43.4"	"6020"	"72.783"	"11279400000"	"490000"
2012	"YR2012"	"World"	"WLD"	"61709615804988.1"	"2894054971.56489"	""	"23.2353908475285"	"2.4837457497156"	"8.36901722990125"	"30.9016010464426"	"34.1934316686308"	"129736180.3"	"71.2153439902819"	"74965622671174.7"	"1053704425.13714"
2012	"YR2012"	"Yemen, Rep."	"YEM"	"29412604505.9115"	"1299707.2391082"	"167"	"15.8009996414185"	"4.44"	"6.31630162904815"	"1.03983180862549"	"17.4465"	"527970"	"64.046"	"35401325143.6179"	"874000"
2012	"YR2012"	"Zambia"	"ZMB"	"18898527559.042"	"127296.65"	"1020"	"10.1040000915527"	"5.242"	"11.1497151327371"	"66.0955891254927"	"13.4682"	"743390"	"59.011"	"25503370699.2015"	"859000"
2012	"YR2012"	"Zimbabwe"	"ZWE"	"9727580408.18354"	"320945.999810999"	"657"	"8.33899974822998"	"3.996"	"31.2915484246852"	"38.772650898281"	"12"	"386850"	"56.516"	"14242490300"	"1794000"
	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
Data from database: World Development Indicators	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
Last Updated: 11/14/2018	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
